APN,SP,SFLA,BEDS,Baths,Age,Stories,Vacant,Month,Day,Year
169-154-24,75000,1072,3,1,52,1,1,2,1,2001
173-230-27,95000,990,3,1,41,1,1,2,12,2001
173-360-39,132000,1365,3,2,13,1,1,2,28,2001
173-400-58,114000,1227,3,2,10,1,0,2,10,2001
179-172-41,147500,1384,3,2,52,1,0,2,1,2001
179-320-35,152000,1642,3,2,7,1,1,2,25,2001
179-350-60,140000,1000,3,2,6,1,0,2,12,2001
183-020-09,380000,3600,4,3.5,38,2,0,2,15,2001
186-020-25,430000,2600,3,2.5,11,1,0,2,16,2001
188-020-25,430000,2600,3,2.5,11,1,0,2,16,2001
123-110-03,117750,795,2,1,55,1,1,2,23,2001
068-030-39,215000,1428,3,2,8,1,0,3,30,2001
068-060-02,209950,1465,3,2,7,1,0,3,6,2001
068-200-02,280000,2182,4,3,5,2,1,3,26,2001
068-230-52,210000,1422,3,2,2,1,0,3,19,2001
068-230-54,215000,1422,3,2,2,1,0,3,8,2001
068-240-02,219000,1557,4,3,1,2,0,3,6,2001
068-280-29,249950,1928,4,2,1,1,0,3,25,2001
068-290-08,205000,1542,3,2,1,1,0,3,9,2001
070-150-09,239900,1776,4,2,7,1,0,3,19,2001
070-250-17,289000,2533,5,3,3,2,0,3,20,2001
071-230-10,152000,1059,2,2,17,1,1,3,25,2001
071-230-30,246000,1487,3,2,18,1,0,3,12,2001
071-372-03,310000,2690,4,3,11,2,0,3,1,2001
071-400-51,354900,2888,4,3,8,1,0,3,21,2001
071-400-72,234950,1851,3,2,9,1,0,3,23,2001
072-050-71,235000,2338,4,2.5,23,2,0,3,17,2001
072-140-05,190000,1866,4,2,23,1,0,3,26,2001
072-230-32,201200,1511,3,2,18,1,0,3,26,2001
072-260-42,199950,1877,3,2,21,1,0,3,12,2001
072-320-36,182000,1697,3,2,23,1,0,3,3,2001
072-330-35,230613,2336,4,2,23,1,1,3,14,2001
075-033-22,195000,1808,3,2,43,1,0,3,29,2001
077-041-08,185000,1653,3,2,40,1,1,3,19,2001
077-070-19,201000,1624,3,2,36,1,1,3,4,2001
077-172-21,300000,2476,3,2.5,44,1,0,3,3,2001
077-184-02,272500,2000,3,3,38,1,0,3,23,2001
077-200-09,146000,1168,3,2,45,1,0,3,25,2001
077-200-16,192000,2230,4,3,45,1,1,3,3,2001
078-210-14,170000,1485,3,2,22,1,0,3,2,2001
078-410-40,239500,2030,4,2.5,15,2,0,3,2,2001
079-051-13,131000,1026,3,1,41,1,1,3,12,2001
079-070-07,146000,1424,3,2,34,1,1,3,20,2001
079-100-21,140000,1152,3,2,28,1,0,3,30,2001
079-250-09,152500,1686,3,2,36,1,0,3,13,2001
079-325-09,138300,1233,3,2,40,1,0,3,13,2001
080-090-23,185000,1866,3,2,21,1,1,3,19,2001
081-070-18,139950,1400,3,2,32,1,0,3,9,2001
081-134-02,150000,1436,3,2,42,1,0,3,17,2001
081-224-22,135500,1111,3,2,31,1,1,3,1,2001
081-226-02,139950,1104,3,2,38,1,1,3,23,2001
081-235-03,163600,1680,4,2,33,1,0,3,27,2001
081-344-06,108000,1206,3,2,48,1,1,3,2,2001
081-344-10,135000,1350,3,2,47,1,0,3,13,2001
081-346-02,130000,1132,3,1,46,1,0,3,12,2001
081-421-28,167000,1611,3,2,49,1,0,3,27,2001
082-080-26,195000,2309,4,2.5,23,2,0,3,5,2001
082-080-43,199662,2084,4,2.5,23,2,0,3,8,2001
082-180-10,170500,1913,4,2,27,1,0,3,23,2001
082-190-19,155000,1426,3,2,25,1,0,3,23,2001
088-052-04,160000,1821,3,2,21,1,0,3,6,2001
088-070-28,131950,1156,3,2,23,1,0,3,30,2001
088-212-22,185750,1915,4,2.5,26,2,0,3,25,2001
088-234-15,150000,1799,4,2,28,2,1,3,9,2001
088-320-38,234000,2525,4,3,11,1,0,3,12,2001
088-390-56,200000,2366,5,3,5,1,0,3,6,2001
090-060-40,129000,1202,4,1.5,25,1,1,3,12,2001
090-220-10,152000,1335,3,2,21,1,0,3,21,2001
090-220-11,145000,1158,3,2,21,1,0,3,24,2001
090-310-23,145000,1136,3,2,19,1,1,3,27,2001
090-310-28,134000,1154,3,2,19,1,0,3,5,2001
090-310-69,133000,1154,3,2,19,1,0,3,12,2001
090-320-38,124600,1132,3,2,23,1,0,3,6,2001
090-520-33,146200,1069,3,2,11,1,0,3,1,2001
091-230-09,224000,1733,3,2,26,1,0,3,20,2001
091-380-22,285000,2228,4,2,13,2,0,3,8,2001
092-240-45,192000,1446,3,2,6,1,0,3,6,2001
093-040-27,265500,1700,3,2,17,1,0,3,8,2001
094-290-01,162950,1680,4,2,12,1,0,3,2,2001
094-320-60,174900,1678,3,2.5,12,2,0,3,15,2001
096-070-08,156150,1386,3,2.5,14,2,1,3,12,2001
096-070-37,155000,1386,3,2.5,15,2,0,3,25,2001
096-080-09,139000,1000,3,2,13,1,0,3,2,2001
096-110-24,206000,2000,4,2.5,12,2,0,3,28,2001
096-150-50,132100,1095,3,2,10,1,1,3,6,2001
096-180-52,159000,1417,3,2.5,11,1,0,3,26,2001
096-250-01,226555,1640,3,2.5,6,1,1,3,12,2001
096-300-21,194950,1470,4,2,2,1,0,3,30,2001
097-140-14,199000,1513,3,2,47,1,1,3,7,2001
097-163-16,122000,1095,3,1,49,1,0,3,26,2001
097-282-23,135000,1103,3,1,49,1,1,3,19,2001
097-310-01,95000,1097,3,1,49,1,0,3,20,2001
097-401-07,268000,2367,3,2,46,1,1,3,13,2001
098-060-20,191610,1722,3,2,24,1,0,3,6,2001
100-073-17,110000,901,2,1,29,1,0,3,30,2001
100-121-06,132000,1515,3,2,27,1,0,3,16,2001
100-210-22,263000,2123,4,3,28,1,0,3,16,2001
100-280-38,234950,1717,3,2,29,1,0,3,16,2001
100-340-01,305000,2314,4,2.5,14,2,0,3,1,2001
103-100-43,135000,840,3,1,39,1,0,3,19,2001
104-020-11,155000,1647,3,2.5,16,2,0,3,23,2001
104-120-34,148000,1924,3,2,35,1,0,3,1,2001
104-240-10,136000,1232,3,2,39,1,0,3,26,2001
108-100-36,255000,2158,3,2,47,1,1,3,2,2001
108-260-72,265000,2532,5,3,24,2,0,3,24,2001
109-060-13,190650,1695,3,2,28,1,0,3,17,2001
109-202-07,121500,870,2,1,49,1,0,3,12,2001
109-242-01,148000,1546,4,2,50,1,0,3,24,2001
109-270-14,160700,1362,3,2,41,1,0,3,20,2001
109-281-22,189950,1300,3,2,37,1,0,3,28,2001
109-320-11,155000,1410,3,1.5,48,1,0,3,28,2001
109-340-24,135000,1014,3,1,50,1,0,3,30,2001
111-030-25,135000,1064,3,1,47,1,0,3,24,2001
111-280-25,124000,1165,4,2,45,1,0,3,9,2001
112-110-29,259950,2100,3,2,21,1,0,3,12,2001
113-084-10,290000,1843,3,3,53,2,0,3,26,2001
113-211-10,189900,1464,3,1,74,1,0,3,23,2001
113-340-33,184000,2024,3,2,54,2,0,3,7,2001
113-361-09,212000,1875,3,2,65,2,1,3,22,2001
113-361-10,196000,1605,3,1,69,1,1,3,26,2001
115-090-45,118000,868,2,1,51,1,0,3,14,2001
115-320-09,99000,1601,3,1,58,1,0,3,16,2001
116-100-24,192500,1217,2,2,6,1,0,3,28,2001
116-340-07,304900,2095,3,3,4,2,0,3,17,2001
116-390-21,229950,1461,3,3,3,2,0,3,31,2001
117-120-15,114500,1005,3,1,53,1,0,3,28,2001
117-130-34,109000,1409,3,1,54,1,0,3,2,2001
118-040-01,197000,1374,3,2,21,1,0,3,5,2001
118-040-14,221000,1721,3,2,22,1,0,3,4,2001
118-050-29,285100,2374,5,3,21,1,0,3,16,2001
118-070-49,355000,1955,2,2,4,1,0,3,26,2001
118-190-25,494000,2702,3,2.5,6,1,0,3,13,2001
118-300-55,299000,1927,3,2.5,5,1,0,3,1,2001
119-140-09,105000,1064,3,2,0,1,0,3,15,2001
119-190-63,105000,1064,3,2,0,1,0,3,15,2001
119-190-67,105000,1064,3,2,0,1,0,3,15,2001
123-080-06,135000,847,2,1,54,1,0,3,19,2001
123-090-23,148000,1408,3,1.5,41,1,1,3,23,2001
123-171-07,134950,1172,3,1,45,1,0,3,10,2001
123-232-31,120000,901,2,1,62,1,0,3,15,2001
125-180-37,130000,1109,3,1,81,1,0,3,8,2001
125-260-22,76500,800,2,1,81,1,0,3,22,2001
125-270-12,139000,964,2,1,77,1,0,3,24,2001
127-042-09,134950,1123,2,1,81,1,1,3,28,2001
127-180-01,109000,1204,2,1,90,1,0,3,25,2001
133-080-11,53000,1130,3,1,53,1,0,3,14,2001
133-300-21,170000,2007,4,2,63,1,0,3,11,2001
133-450-37,105000,900,2,1,64,1,0,3,29,2001
133-490-09,183950,1826,3,2,19,2,1,3,22,2001
135-042-32,155900,1668,3,2,75,1,0,3,13,2001
135-070-03,143000,1350,3,1.5,71,1,0,3,1,2001
135-070-18,145000,1132,3,1,81,1,0,3,7,2001
135-190-02,207500,1936,3,1.5,64,2,1,3,28,2001
135-190-34,215000,1588,3,1,79,1,0,3,28,2001
135-230-46,129950,1254,2,1,77,1,0,3,2,2001
135-380-08,126000,1118,2,1,79,1,0,3,14,2001
137-093-12,95000,1400,2,1,90,1,0,3,21,2001
137-170-25,111500,1952,4,1.5,94,2,0,3,5,2001
139-030-38,178000,2423,4,2.5,96,1,0,3,20,2001
143-121-13,50000,927,2,1,81,1,0,3,30,2001
147-250-35,57000,1250,2,1,84,1,0,3,24,2001
151-275-11,55000,2163,4,2,81,2,0,3,19,2001
151-293-04,70000,1004,3,2,91,1,1,3,23,2001
151-333-02,91000,858,2,1,84,1,0,3,27,2001
153-210-40,69000,725,2,1,61,1,0,3,16,2001
153-270-09,128500,1184,3,2,34,1,0,3,17,2001
155-260-33,105000,1393,4,1.5,41,1,0,3,26,2001
155-350-34,75000,1047,2,1,72,1,1,3,19,2001
157-070-06,110000,960,3,1,33,1,0,3,8,2001
157-082-03,62000,720,2,1,61,1,0,3,7,2001
157-082-12,82000,887,2,1,50,1,1,3,9,2001
157-275-07,98000,947,3,1,48,1,0,3,29,2001
159-170-26,107000,1133,2,1,0,1,0,3,15,2001
159-370-22,109500,1024,3,1,20,1,0,3,20,2001
161-180-60,255000,2100,4,2.5,0,2,1,3,28,2001
161-240-18,213000,1475,4,2,8,1,0,3,5,2001
161-270-35,230000,1849,3,2.5,11,2,1,3,4,2001
161-270-63,215000,1556,3,2,11,1,1,3,9,2001
161-340-15,328350,2804,5,2.5,4,2,0,3,19,2001
161-370-29,219000,1489,3,2,11,1,0,3,17,2001
161-390-11,250000,2100,4,3,3,2,1,3,19,2001
161-402-18,199900,1788,3,2.5,7,1,0,3,22,2001
161-404-04,238900,2035,5,2.5,5,2,1,3,30,2001
161-420-28,228100,1650,3,2,7,1,1,3,10,2001
161-430-34,170000,1079,3,2,6,1,0,3,12,2001
161-440-29,185500,1269,3,2,7,1,0,3,8,2001
161-460-02,260000,2013,4,3,6,2,0,3,13,2001
161-470-40,251000,1612,4,2,4,1,1,3,14,2001
161-490-05,211007,1315,3,2,5,1,0,3,26,2001
161-500-30,242000,1668,3,2.5,6,2,0,3,5,2001
161-550-42,279000,1781,5,3,4,1,0,3,23,2001
161-580-19,242000,1905,4,3,2,2,0,3,14,2001
161-650-27,252000,2147,3,2.5,1,2,0,3,3,2001
163-120-56,122500,1134,3,1,47,1,0,3,4,2001
163-493-24,155000,1040,3,2,10,1,1,3,21,2001
163-530-32,179950,1357,4,2,5,1,0,3,27,2001
163-570-40,160000,1041,3,2,9,1,0,3,30,2001
163-580-17,155000,1310,3,2,8,1,0,3,15,2001
163-580-47,183000,1440,3,2,8,1,0,3,13,2001
163-630-13,164000,1556,3,2.5,8,1,0,3,2,2001
163-650-14,207000,1622,3,2.5,6,2,0,3,26,2001
163-660-08,190000,1599,3,2,3,1,0,3,30,2001
163-660-13,177000,1326,3,2,3,1,0,3,30,2001
163-670-29,176000,1188,3,2,6,1,0,3,10,2001
163-680-42,192500,1680,4,3,6,2,0,3,11,2001
163-710-38,191000,1680,4,3,5,2,0,3,14,2001
165-170-80,125000,1217,3,2,20,1,1,3,2,2001
165-303-05,135000,1310,4,2,0,1,0,3,26,2001
167-092-06,110000,1064,3,2,0,1,0,3,19,2001
169-072-01,110000,1008,3,1.5,21,1,0,3,29,2001
169-074-03,100000,1275,4,2,28,1,0,3,15,2001
169-224-11,94000,803,2,1,52,1,1,3,15,2001
171-350-05,127000,1092,3,2,9,1,1,3,24,2001
173-182-30,81500,835,2,1,24,1,1,3,25,2001
173-242-15,137500,1310,4,2,0,1,0,3,26,2001
173-420-18,145000,1349,3,2,11,1,0,3,9,2001
175-260-24,110000,1200,3,2,12,1,0,3,14,2001
179-360-07,142000,1000,3,2.5,3,1,0,3,7,2001
179-360-17,160000,1308,3,2,2,1,0,3,21,2001
179-370-39,135000,1000,3,2,2,1,0,3,2,2001
181-120-25,140000,1062,2,1,74,1,0,3,22,2001
135-223-10,125000,1181,3,1,71,1,1,3,1,2001
171-280-19,104000,1000,3,1.5,30,1,1,3,27,2001
059-160-62,175000,1422,4,1,80,1,0,4,20,2001
068-050-16,242000,1615,4,2,6,1,0,4,3,2001
068-050-33,214500,1428,3,2,7,1,1,4,9,2001
068-060-17,230000,1763,3,2.5,7,2,0,4,16,2001
068-230-02,239950,1407,3,2.5,3,2,0,4,13,2001
068-240-59,225000,1450,3,2.5,1,2,0,4,1,2001
071-320-02,291000,1827,3,2,15,1,0,4,25,2001
071-360-21,342000,2153,3,2.5,12,2,0,4,18,2001
071-400-26,233000,1851,3,2,11,1,0,4,27,2001
072-150-22,215000,2226,3,2.5,23,2,0,4,5,2001
072-260-10,190000,1870,4,2,20,1,1,4,6,2001
072-370-15,180000,1650,3,2,25,1,0,4,9,2001
075-160-22,143000,1196,3,2,30,1,0,4,17,2001
075-220-36,180000,1575,3,1.5,51,1,0,4,10,2001
077-160-05,405000,2500,4,2.5,16,1,0,4,27,2001
077-320-19,235000,1828,3,2.5,43,1,1,4,2,2001
078-090-60,249000,2188,4,2.5,14,2,0,4,21,2001
078-170-24,203000,1603,3,2,17,1,0,4,4,2001
078-230-01,175000,1433,3,2,22,1,1,4,15,2001
078-340-63,219950,2209,4,2.5,17,2,1,4,15,2001
079-120-04,145500,1237,3,2,33,1,0,4,9,2001
079-214-06,165000,1745,3,2,34,1,0,4,30,2001
079-250-21,159000,1580,3,2,37,1,0,4,10,2001
079-300-03,160000,1472,3,2,29,1,0,4,27,2001
079-310-07,172500,1854,3,2,33,1,0,4,20,2001
079-362-15,145950,1278,3,2,44,1,0,4,21,2001
079-390-53,158950,1426,3,2,29,1,0,4,13,2001
079-420-36,134000,1437,3,2,24,1,1,4,1,2001
080-030-50,184950,1552,3,2,21,1,0,4,24,2001
080-040-15,168868,1674,3,2,22,1,0,4,16,2001
080-050-05,185000,1698,3,2,22,1,0,4,16,2001
080-060-15,220000,2226,4,2.5,21,2,0,4,2,2001
080-210-10,157000,1666,3,2,23,1,0,4,12,2001
080-410-28,217100,1806,3,2,11,1,0,4,24,2001
080-420-43,189000,1518,3,2,9,1,0,4,4,2001
080-430-44,191500,1806,3,2,12,1,0,4,26,2001
080-440-29,225000,1833,3,2,8,1,0,4,13,2001
081-050-09,142000,1396,3,2,35,1,0,4,11,2001
081-060-51,143352,1590,3,2,33,1,0,4,13,2001
081-152-21,165000,1391,3,2,11,1,0,4,20,2001
081-225-33,146000,1320,3,2,36,1,0,4,13,2001
081-322-10,135000,1245,3,2,34,1,0,4,10,2001
081-334-27,163000,1536,3,1,46,1,0,4,23,2001
081-380-04,167000,1281,3,1.5,44,1,0,4,23,2001
081-421-07,189240,1735,3,1.5,41,1,0,4,30,2001
081-520-21,167000,1568,3,2,19,1,0,4,7,2001
082-100-53,325000,3926,4,3,25,1,0,4,20,2001
082-260-06,155000,1457,3,2,27,1,0,4,2,2001
088-100-10,156900,1458,3,2,22,1,1,4,9,2001
088-120-39,162000,1467,4,2,22,1,0,4,20,2001
088-220-17,145000,1307,3,2,22,1,0,4,6,2001
088-242-03,134000,1224,4,2,29,1,0,4,6,2001
088-290-28,145000,1465,2,2,18,1,0,4,13,2001
088-370-54,171500,1563,3,2,11,1,0,4,3,2001
088-380-32,229000,2207,4,3,11,2,0,4,25,2001
089-060-31,220000,1174,2,1.5,32,1,1,4,18,2001
090-100-51,138450,1154,3,2,22,1,0,4,16,2001
090-230-17,136000,1454,3,2,21,1,0,4,6,2001
090-260-30,137000,1158,3,2,22,1,0,4,18,2001
090-390-19,152000,1269,3,2,16,1,0,4,6,2001
090-520-25,161500,1455,4,2,11,1,0,4,11,2001
090-520-42,148000,1227,3,2,11,1,1,4,9,2001
092-050-02,150000,864,2,1,24,1,1,4,21,2001
092-270-19,152000,1350,3,2,2,1,0,4,8,2001
092-320-08,199500,1655,4,2,2,1,0,4,6,2001
094-080-32,169000,1448,3,2,20,1,0,4,9,2001
094-240-64,190000,1475,3,2,12,1,0,4,13,2001
094-290-32,164000,1680,4,2,12,1,0,4,25,2001
094-340-21,170000,1336,3,2,11,1,0,4,19,2001
096-070-46,149000,1383,3,2.5,14,2,0,4,5,2001
096-100-06,180750,1533,3,2,12,1,0,4,21,2001
096-110-28,210000,2041,4,2.5,12,2,0,4,27,2001
096-170-06,125000,1095,3,2,9,1,0,4,30,2001
096-200-23,239000,2641,5,3,11,2,0,4,4,2001
096-230-18,179950,1264,3,2,8,1,0,4,13,2001
096-240-26,141000,1070,3,2,6,1,0,4,23,2001
096-280-02,190300,1485,4,2.5,4,2,0,4,4,2001
096-300-19,194000,1490,3,2,2,1,0,4,10,2001
097-162-31,122500,898,2,1,49,1,0,4,4,2001
097-283-20,132000,914,2,1,51,1,0,4,20,2001
097-320-33,134000,1092,3,1,49,1,0,4,17,2001
097-360-32,250000,1981,3,1.5,50,1,0,4,17,2001
097-462-27,189950,1502,3,2,59,1,0,4,30,2001
098-350-52,365000,2448,4,3,29,2,0,4,23,2001
100-000-00,212000,1655,4,2,4,1,0,4,2,2001
100-020-13,165000,1290,3,2,27,1,0,4,4,2001
100-110-03,130000,1195,3,1.5,29,2,0,4,1,2001
102-060-46,127000,1967,5,3,36,1,0,4,9,2001
102-080-55,146000,1107,3,2,38,1,0,4,26,2001
102-183-21,210000,1797,2,2.5,43,1,0,4,4,2001
102-190-19,189900,1811,3,2,41,1,1,4,21,2001
102-300-16,155750,1288,3,2,41,1,0,4,11,2001
103-120-35,200000,1626,4,2,29,1,0,4,18,2001
104-230-33,95000,1025,2,2,19,1,1,4,1,2001
109-142-29,150780,962,3,1,49,1,0,4,27,2001
109-160-11,119500,870,2,1,50,1,0,4,16,2001
109-173-08,147500,1442,3,2,50,1,0,4,25,2001
111-090-32,127500,965,2,1,50,1,1,4,17,2001
111-270-16,110000,948,2,1,50,1,0,4,5,2001
111-334-06,129950,900,2,1,52,1,0,4,21,2001
112-290-05,295000,1623,2,2,21,1,0,4,14,2001
112-290-40,211000,1747,3,2,20,1,0,4,25,2001
113-044-13,229950,1848,3,2,50,1,0,4,13,2001
113-081-13,184000,1168,2,2,50,1,0,4,2,2001
113-082-04,210000,1466,3,2,53,1,0,4,11,2001
115-090-14,131000,1036,2,1,51,1,0,4,13,2001
115-210-22,168000,1700,4,2,50,1,0,4,12,2001
115-330-25,115000,1261,2,1,53,1,0,4,22,2001
115-330-53,99000,918,2,1,53,1,0,4,6,2001
116-050-17,245000,1633,2,2,9,1,1,4,21,2001
116-090-29,175000,1076,3,2,7,1,0,4,3,2001
116-390-15,211000,1461,3,3,4,2,0,4,4,2001
116-440-24,220000,1408,3,2.5,2,2,0,4,11,2001
117/222/17,65000,1040,2,1,80,1,0,4,10,2001
117-040-35,124000,1018,2,1,53,1,0,4,23,2001
117-181-29,129950,1492,3,1,83,1,0,4,7,2001
117-231-04,92000,733,2,1,13,1,0,4,11,2001
117-300-28,105000,1170,3,1,61,1,0,4,30,2001
117-330-07,78500,747,2,1,55,1,0,4,6,2001
118-070-18,400000,1705,2,2,5,1,0,4,21,2001
118-310-15,230000,1604,3,2.5,9,2,0,4,2,2001
119-220-08,110000,1919,3,1,53,1,0,4,15,2001
123-063-10,192500,1828,4,2,57,2,0,4,9,2001
123-192-18,135000,1400,3,1,53,1,0,4,13,2001
123-204-06,375000,1724,4,3,4,2,0,4,23,2001
125-230-07,131950,861,2,1,53,1,0,4,16,2001
125-230-19,132500,1099,2,1,54,1,0,4,30,2001
125-280-27,91700,900,2,1,75,1,0,4,2,2001
127-030-02,159900,1311,2,1,77,1,1,4,1,2001
127-030-29,111000,946,2,1,83,1,0,4,16,2001
127-100-39,128000,1289,3,1.5,87,2,1,4,2,2001
127-131-16,184500,2310,5,2,75,2,0,4,3,2001
133-160-28,129500,914,3,1,51,1,0,4,7,2001
133-350-04,93910,1182,4,2,63,1,1,4,25,2001
135-041-26,150000,1336,3,1,55,1,1,4,19,2001
135-441-04,114000,1472,3,1,76,1,0,4,18,2001
137-092-13,110000,1473,3,1,81,1,0,4,2,2001
143-180-17,74000,1054,2,1,39,1,0,4,12,2001
143-320-47,88500,880,2,1,55,1,0,4,27,2001
145-150-01,65000,900,2,1,41,1,0,4,8,2001
151-091-04,65000,1206,2,1,58,1,0,4,24,2001
153-160-10,58500,700,2,1,51,1,0,4,6,2001
153-270-24,75000,704,2,1,5,1,0,4,13,2001
157-321-22,126700,1306,3,2,54,1,0,4,9,2001
159-142-05,69000,775,2,1,31,1,1,4,23,2001
159-230-39,110000,1092,3,2,21,1,1,4,20,2001
159-330-14,60000,852,3,1,36,1,0,4,7,2001
159-390-08,139500,1324,3,2,5,1,0,4,9,2001
161-300-28,279000,2056,3,2.5,9,1,0,4,23,2001
161-330-21,239000,1964,4,2,11,1,0,4,25,2001
161-370-08,225000,1643,3,2,7,1,0,4,16,2001
161-390-77,263500,2100,5,3,3,2,0,4,12,2001
161-410-20,225000,1372,3,2,8,1,0,4,4,2001
161-440-01,199000,1269,3,2,7,1,0,4,27,2001
161-480-27,189000,1213,3,2,3,1,0,4,20,2001
161-480-38,225000,1421,3,2,3,1,0,4,4,2001
161-490-15,225000,1599,3,2,3,1,0,4,29,2001
161-590-63,215000,1425,3,2,3,1,0,4,27,2001
161-620-15,290000,2533,4,3,2,1,1,4,14,2001
162-560-15,245000,2000,3,2.5,2,2,0,4,30,2001
163-270-15,155000,1140,3,2,15,1,0,4,2,2001
163-430-15,185000,1788,3,2.5,7,2,0,4,13,2001
163-510-22,160000,1243,3,2,10,1,0,4,4,2001
163-510-24,173000,1041,3,2,10,1,0,4,25,2001
163-590-35,187000,1440,3,2,6,1,0,4,19,2001
163-610-22,170000,1232,4,2,8,1,0,4,29,2001
163-610-47,150000,1023,3,2,8,1,0,4,29,2001
163-610-55,173000,1023,3,2,8,1,0,4,18,2001
163-670-22,205850,1496,4,2.5,5,2,0,4,27,2001
163-720-66,160000,1128,3,2,4,1,0,4,24,2001
167-150-59,134000,1844,3,1.5,11,1,0,4,9,2001
171-133-18,98000,1602,4,2,42,1,1,4,27,2001
171-161-44,118500,1080,3,1,37,1,0,4,25,2001
171-280-28,65000,1000,3,1,30,1,1,4,23,2001
173-182-38,85000,1584,3,1,52,1,0,4,17,2001
175-040-14,66150,1178,3,2,36,1,1,4,20,2001
177-180-05,62000,950,2,1,47,1,0,4,19,2001
177-190-30,88750,1140,3,2,21,1,0,4,26,2001
177-250-21,122000,1311,4,2,23,1,0,4,2,2001
179-350-79,158500,1642,3,2,5,1,1,4,18,2001
179-360-25,151095,1000,3,2,3,1,0,4,2,2001
179-370-31,151000,1041,3,2,3,1,0,4,2,2001
183-320-43,255000,1721,3,2,13,1,1,4,2,2001
147-170-02,82000,1178,3,1,81,1,0,4,17,2001
151-093-01,83500,1201,3,1,71,1,1,4,27,2001
157-082-36,108000,1554,3,1,70,1,1,4,24,2001
169-213-01,105000,1301,4,2,53,1,0,4,27,2001
068-160-15,287950,2144,5,3,4,2,0,5,7,2001
068-230-16,224000,1600,4,2.5,1,2,0,5,8,2001
068-250-07,272000,2222,5,3,2,1,0,5,15,2001
068-300-31,300000,2999,5,3,1,2,0,5,29,2001
070-030-24,247500,2317,4,2.5,10,2,1,5,30,2001
070-240-51,243000,1691,3,2,3,1,0,5,22,2001
070-250-45,246000,1883,3,2.5,3,2,0,5,21,2001
070-290-49,202500,1477,3,2,1,1,0,5,4,2001
071-230-12,160000,959,2,2,17,1,0,5,5,2001
071-230-25,289600,1904,3,2.5,18,2,0,5,16,2001
071-310-15,248000,1826,3,2.5,14,2,0,5,3,2001
072-030-09,149950,1552,3,2,22,1,0,5,16,2001
072-050-03,182000,1698,3,2,23,1,0,5,29,2001
072-240-12,251000,2306,4,3,21,2,0,5,21,2001
072-340-08,175000,1380,3,2,28,1,0,5,2,2001
075-111-14,162167,1534,2,2,46,1,0,5,3,2001
075-160-19,155000,1242,3,2,30,1,1,5,18,2001
075-200-03,125000,919,3,1,51,1,0,5,21,2001
075-380-24,158500,1362,3,2,23,1,0,5,1,2001
077-160-02,412500,2886,3,2.5,37,1,0,5,8,2001
078-080-16,245000,2509,4,2.5,12,2,0,5,21,2001
078-120-23,206500,1507,3,2,14,1,0,5,25,2001
078-240-30,209950,2314,4,3,20,2,0,5,26,2001
078-270-67,143500,1490,3,2,19,1,1,5,24,2001
078-310-22,223500,2209,4,2.5,15,1,0,5,16,2001
079-030-20,136000,1168,3,2.5,45,1,0,5,31,2001
079-055-14,132000,1026,3,1,41,1,1,5,15,2001
